,Gene names,BCC Intensity 12_1L,BCC Intensity 12_3L,BCC Intensity 12_5L,BCC Intensity 27_1L,BCC Intensity 27_3L,BCC Intensity 27_5L,BCC Intensity 39_1L,BCC Intensity 39_3L,BCC Intensity 39_5L,BCC Intensity 89_1L,BCC Intensity 89_3L,BCC Intensity 89_5L,BCC Intensity 72_3L,BCC Intensity 103_1L,BCC Intensity 103_3L,BCC Intensity 103_5L,BCC Intensity 107_3L,BCC Intensity 111_3L,BCC Intensity 49_3L,BCC Intensity 105_3L,BCC Intensity 16_3L,BCC Intensity 99_1L,BCC Intensity 99_3L,BCC Intensity 99_5L,BCC Intensity 109_3L,BCC Intensity 73_1L,BCC Intensity 73_3L,BCC Intensity 73_5L,BCC Intensity 92_1L,BCC Intensity 92_3L,BCC Intensity 92_5L,BCC Intensity 54_1L,BCC Intensity 54_3L,BCC Intensity 54_5L,BCC Intensity 104_1L,BCC Intensity 104_3L,BCC Intensity 104_5L,SCC Intensity 21_1L,SCC Intensity 21_3L,SCC Intensity 21_5L,SCC Intensity 31_1L,SCC Intensity 31_3L,SCC Intensity 31_5L,SCC Intensity 32_1L,SCC Intensity 32_3L,SCC Intensity 32_5L,SCC Intensity 90_1L,SCC Intensity 90_3L,SCC Intensity 90_5L,SCC Intensity 59_3L,SCC Intensity 88_3L,SCC Intensity 110_3L,SCC Intensity 45_3L,SCC Intensity 60_3L,SCC Intensity 95_3L,SCC Intensity 101_3L,SCC&BCC Intensity 25_1L,SCC&BCC Intensity 25_3L,SCC&BCC Intensity 25_5L,keratosis Intensity 33_1L,keratosis Intensity 33_3L,keratosis Intensity 33_5L
2689,ITGA5,0,69148000,6707600,0,0,19408000,21930000,47115000,0,29595000,13163000,14740000,30046000,4467300,53844000,3742600,3465500,0,40617000,36471000,1415800,7663500,11110000,11287000,44892000,37236000,8722400,17874000,12171000,3449000,43744000,21881000,53208000,11289000,12952000,0,6658700,0,23305000,29555000,0,13419000,1259600,0,2742100,0,0,364420000,0,21087000,0,1191900,7254000,7899600,0,0,0,0,12234000,0,0,0
2690,SRP19,94368000,100010000,23644000,12539000,0,9735000,15995000,23408000,28160000,21053000,48793000,0,10100000,11833000,31140000,12820000,0,1444600,36829000,23185000,6529900,4430200,11014000,5753600,18521000,34244000,21019000,24768000,20610000,30048000,19119000,0,0,13090000,9079500,19286000,9464500,61459000,0,11358000,114590000,61812000,59283000,37584000,55864000,9025100,14153000,59290000,6148300,2709000,0,1686600,0,9820800,1085400,0,41044000,142190000,0,0,82533000,17812000
2691,NQO1,64317000,66314000,28288000,0,0,0,67180000,4080400,5093000,0,8352400,0,0,45508000,0,10802000,0,0,1512900,8430700,1460800,0,0,0,0,22437000,0,0,4755800,0,2298500,0,0,0,5077100,10210000,3555000,8659300,16364000,13167000,0,0,0,0,0,0,0,33096000,0,0,0,40499000,5156000,69368000,0,0,13141000,0,0,0,6215800,0
2692,MUC1,181560000,269460000,176570000,5746700,0,10915000,6446600,6196300,2517800,3813700,0,6082500,0,26662000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18878000,0,9568500,0,0,0,0,0,0,0,16004000,38085000,0,0,3075900,0,0,0,22815000,0,25946000,0,0,7871700,0,19622000,0,0,49338000,16026000,0,1142800,11219000,0
2693,NAGA,213350000,127510000,122320000,82005000,30917000,65326000,10696000,14417000,7495100,38327000,128910000,3608900,90927000,34767000,75654000,20525000,11300000,7756800,42821000,22278000,14683000,23438000,82248000,21979000,14553000,85554000,125480000,132520000,19077000,35662000,60827000,37091000,37238000,23848000,0,11868000,31023000,15555000,98794000,70755000,44205000,11702000,31243000,19409000,26019000,16466000,28397000,97529000,0,11742000,0,3394400,3467900,15445000,0,4715700,31516000,18321000,27091000,25188000,42708000,20580000
2694,ITGB5,103490000,57035000,70365000,11748000,3406000,32701000,9351900,12265000,12353000,17268000,43876000,10229000,95052000,14273000,97220000,24052000,3304900,10126000,23204000,32616000,18825000,31867000,28262000,24482000,40626000,53556000,50731000,24395000,33919000,52489000,54168000,11182000,57195000,14787000,0,11082000,32612000,37381000,31174000,30873000,23622000,4695400,30248000,10204000,11641000,8846000,3835600,202920000,12747000,4116900,2564000,7944100,0,25556000,13529000,2376600,61142000,29030000,23684000,20689000,30933000,19958000
2695,ARF4,254960000,130470000,75622000,38325000,0,37318000,13519000,27212000,24102000,0,330560000,9579200,73050000,184210000,134840000,132720000,15960000,8626000,22118000,92923000,30660000,8492600,9666000,12204000,25047000,69093000,39294000,31107000,183490000,93186000,19982000,14232000,49607000,15704000,38798000,46767000,49827000,25910000,14582000,54060000,18223000,16945000,16219000,11945000,23760000,17247000,9522000,465720000,65438000,19481000,3437800,11113000,5866000,35950000,30998000,15896000,31477000,18218000,15979000,17090000,42189000,28254000
2696,IL1RN,179040000,525900000,201150000,46977000,43041000,114360000,165050000,0,63086000,202970000,62358000,120330000,10623000,102460000,123890000,59702000,42977000,24196000,5720700,78519000,10274000,77954000,38963000,41400000,6832800,119470000,117650000,66939000,164670000,30524000,79302000,108580000,64752000,110250000,17013000,80746000,53369000,275200000,116470000,274410000,152560000,43248000,20231000,95362000,62747000,94317000,122760000,117590000,42856000,31150000,12204000,53321000,3862500,39695000,74205000,153380000,335330000,235980000,125920000,37922000,71532000,47394000
2697,ATP5PF,638170000,780380000,459230000,23043000,29272000,13388000,258210000,319640000,140090000,290400000,475730000,323390000,145680000,338180000,195880000,234690000,104270000,7862300,137750000,124250000,21979000,24474000,99442000,27154000,84556000,436830000,224540000,173600000,403210000,163870000,91770000,144080000,196760000,247460000,151180000,156200000,165100000,231490000,190440000,388370000,166840000,101210000,36901000,83829000,126510000,69114000,277670000,320090000,206920000,22212000,11161000,0,6751300,168160000,133080000,0,54841000,146500000,45371000,256490000,222890000,193970000
2698,ORM2,761770000,2535600000,1140400000,177480000,41423000,459930000,33526000,47237000,18767000,1062400000,254740000,1347200000,345470000,184480000,793040000,152910000,1149600000,242070000,535850000,198440000,449000000,392870000,494750000,514310000,417490000,80251000,100680000,149930000,481590000,312740000,481340000,564950000,318860000,733470000,2465000000,840520000,3561600000,167310000,3251500000,1203600000,222390000,166150000,148760000,65295000,38074000,39877000,858770000,402190000,83626000,282230000,0,23750000,14645000,146480000,1858700000,348250000,1038300000,396720000,875870000,62339000,204030000,120040000
2699,MDK,0,30676000,0,94885000,50884000,151930000,3232900,9380800,0,14793000,29331000,9032700,110020000,6479300,0,0,35470000,5891300,4434500,27117000,88655000,0,20427000,11866000,25019000,63094000,45419000,88171000,8046400,9478200,18222000,0,8783800,15149000,10127000,13465000,16572000,10842000,28311000,0,25006000,61441000,16526000,0,2751600,0,25489000,0,3935100,4198500,0,1558700,0,3573600,0,0,0,99693000,0,0,0,9155800
2700,RPS4Y1,168690000,55922000,56944000,20700000,0,9679100,3838400,0,1910300,45904000,196770000,24692000,36149000,6952000,0,35335000,10268000,12632000,70125000,42424000,0,5389200,134130,8662800,37816000,27504000,0,18284000,43717000,47715000,5362000,11289000,0,6902800,10560000,45675000,45942000,31842000,7536600,5594800,12991000,0,0,0,0,0,35030000,3184700,33135000,2466400,1629100,0,0,1514900,0,11796000,0,8103900,17979000,6585300,51374000,26207000
2701,GPX3,135370000,300510000,123680000,18962000,2454100,14806000,149400000,199740000,52737000,32846000,35565000,40653000,60696000,90312000,97593000,86821000,22564000,3090000,23860000,15347000,17937000,30294000,18204000,11101000,24420000,48361000,46919000,39296000,68444000,21095000,30856000,19706000,48193000,18579000,39876000,24288000,61636000,58677000,102220000,108900000,13023000,0,1103100,29167000,41124000,32924000,12237000,109950000,2388400,1695800,2818200,0,3756300,27270000,27398000,8172700,33754000,24747000,19790000,23949000,50059000,20694000
2702,PRTN3,223070000,687020000,18133000,7055600,4628600,15088000,39294000,44214000,119340000,103530000,442480000,97942000,129900000,42676000,4017500000,61035000,0,241520000,1490300000,616300000,30292000,42898000,169240000,21476000,488450000,17587000,9889700,0,222380000,987330000,234510000,0,13467000,10897000,45417000,295030000,216960000,123130000,48500000,9849600,574860000,110440000,222470000,31007000,73606000,72262000,67769000,1009800000,434430000,168870000,41255000,23896000,24475000,431820000,199220000,276560000,609120000,0,0,577210000,422670000,185560000
2703,IVD,78807000,156110000,71933000,8113600,22590000,0,10407000,42953000,13106000,5099300,73660000,0,66153000,82853000,27606000,24117000,12471000,5384800,40332000,31169000,17070000,1238600,56214000,3736800,26252000,120500000,314720000,153520000,33769000,74515000,95588000,0,6958200,10404000,8665400,18124000,24589000,6237000,0,47636000,0,0,5312700,4731800,0,7340700,14551000,28636000,8975600,4037500,0,0,879120,17411000,0,0,7831400,5893000,0,9592700,39607000,21877000
2704,AK4,63779000,49011000,19624000,46952000,17718000,60208000,73136000,65076000,40119000,124540000,95612000,144350000,47458000,103300000,0,153910000,89940000,20985000,1578100,18386000,3339100,41193000,6873800,29640000,19235000,25482000,32062000,19726000,129440000,66908000,48568000,158670000,104990000,11294000,117940000,92219000,149980000,68370000,16375000,39655000,49360000,77047000,15092000,57520000,52036000,28524000,138620000,101640000,76166000,3573700,1033000,6825500,22892000,13029000,13491000,456470,10742000,76093000,138610000,37988000,60822000,74898000
2705,PSMB9,167140000,230210000,98751000,18850000,0,30745000,25918000,52622000,49744000,178160000,160480000,84103000,111050000,103930000,124220000,102330000,76395000,26072000,61210000,131810000,93082000,28347000,50355000,61902000,71383000,77303000,120180000,141560000,98395000,137980000,101020000,35983000,47667000,44512000,15841000,52858000,64454000,129200000,138230000,152690000,58563000,31958000,80845000,60567000,101730000,89438000,68973000,219010000,32761000,129440000,1891000,73062000,12726000,100960000,11041000,15917000,186030000,232890000,131860000,99834000,181460000,121040000
2706,CD34,164720000,375170000,304140000,88717000,0,59921000,135800000,181550000,28578000,39900000,0,67877000,8809800,6908400,3525800,0,12568000,0,0,0,0,1470300,0,34447000,0,0,0,16920000,8248400,0,25797000,83220000,6764800,49251000,69641000,30986000,54892000,0,202470000,191300000,0,0,0,0,0,0,7426800,8660300,0,0,0,0,0,0,0,0,166350000,47746000,357680000,0,0,0
2707,SHC1,57725000,80074000,24892000,0,0,2275300,0,0,0,0,3786500,0,1779600,5692500,7194900,2830700,0,1617100,0,6740000,2289900,604500,0,0,1717800,5925000,271210000,0,5032000,12210000,13914000,0,0,0,0,4182400,0,1278000,0,16785000,11873000,25287000,15921000,2168200,5906000,2075300,0,16017000,0,6883000,566500,0,0,3365100,1268400,0,28433000,28237000,15994000,2710200,14600000,0
2708,CDA,209780000,551360000,129000000,0,0,0,3080000,0,0,6106200,39731000,0,45943000,33298000,382490000,7356800,0,76198000,95974000,116780000,0,9577300,0,4332100,76208000,21860000,0,0,37873000,104850000,14588000,3618100,0,0,0,4929800,8291700,158240000,20065000,38453000,14499000,2667200,0,0,20249000,33132000,20564000,133370000,55795000,8988600,22339000,0,7581200,54227000,38627000,277830000,35001000,0,0,96725000,36672000,46479000
2709,RPA3,139510000,122010000,58605000,16828000,8721100,17846000,28334000,31590000,38258000,36319000,196550000,19909000,37964000,77983000,72761000,77261000,43837000,18502000,22770000,46930000,5052900,4789000,28644000,25393000,13941000,75728000,127590000,154020000,120690000,233520000,52755000,3377100,32274000,15244000,26691000,68828000,148080000,35545000,36115000,49067000,3823000,18179000,0,32321000,30961000,22576000,26061000,119490000,17691000,5069700,3921800,14032000,1702300,27576000,17939000,0,22544000,6045200,0,31215000,78085000,54100000
2710,SPRR2B,1040400000,1691700000,505740000,0,29673000,357750000,1238600000,0,177270000,117820000,81985000,91538000,46356000,36399000,146030000,72136000,14234000,115670000,15469000,289940000,7020200,126120000,69941000,95607000,38350000,502530000,104250000,113530000,111400000,0,0,44478000,56287000,53683000,7061700,192990000,208650000,458660000,356100000,780350000,804630000,182080000,124670000,268610000,390850000,323720000,202940000,187100000,192910000,91462000,38430000,0,10912000,55423000,70313000,1266600000,0,60706000,7296400,225270000,297450000,171890000
2711,SRP14,211390000,196450000,48656000,62882000,24388000,23120000,15935000,24712000,30587000,31022000,573840000,35034000,80188000,163690000,108490000,86684000,19814000,15373000,360250000,89790000,53657000,5522200,23526000,35034000,36037000,113190000,49507000,96199000,164270000,313130000,54013000,0,19442000,28816000,3726100,231430000,81588000,75899000,21714000,44487000,27666000,33165000,8560800,43680000,44741000,12272000,14444000,292560000,183180000,44489000,6372600,25544000,44872000,22309000,36151000,2711300,36837000,33162000,7880700,4600900,38344000,17100000
2712,SNCA,71741000,67892000,25075000,46057000,7211200,10526000,83153000,28716000,34377000,69206000,25533000,63670000,26426000,35875000,20764000,20659000,24668000,13148000,29576000,18665000,32456000,8814000,12245000,11101000,14629000,7895000,6685900,10568000,25924000,76450000,29944000,38587000,63827000,41129000,34965000,53023000,82215000,13235000,42852000,28614000,34303000,17547000,6124000,5522900,5698400,7933900,51300000,36036000,223840000,5276300,0,0,4840400,14127000,12633000,0,5099600,8930800,9232400,15259000,16057000,33904000
2713,PPP1R2;PPP1R2B,186420000,330320000,261670000,58905000,6463700,154910000,24847000,45964000,24420000,136040000,95589000,88615000,42059000,36262000,53951000,10750000,34339000,22075000,53027000,68742000,72757000,43247000,74772000,54275000,81286000,86117000,140480000,92495000,98133000,78432000,72768000,48159000,25201000,62883000,20311000,40865000,69566000,136780000,80663000,146760000,53279000,30273000,66848000,29999000,26455000,14137000,40835000,98267000,37588000,38020000,5134200,5430100,6878000,27643000,4592000,0,150310000,315090000,136050000,8713000,52528000,38185000
2714,ACTR1B,161670000,57025000,89641000,24305000,16601000,17880000,10345000,32574000,45949000,57932000,53635000,32617000,16243000,56357000,53326000,53792000,27804000,10693000,34056000,48356000,10163000,12858000,25060000,13238000,16337000,35166000,113250000,48065000,48989000,75761000,79727000,6714300,25160000,23685000,9076500,33310000,28020000,46103000,108270000,70754000,19849000,21197000,15466000,39437000,22106000,27540000,33712000,98658000,0,1972000,5355900,2720300,7926800,24526000,3600100,0,50713000,58525000,41036000,30912000,62858000,36509000
2715,ARHGAP25,18162000,19985000,6505300,1621500,0,1975000,0,0,0,52208000,37398000,6759300,8383300,8454200,86848000,56811000,1312300,3253900,52180000,50021000,0,5600400,10789000,4801500,59397000,10222000,18470000,20344000,16022000,8261500,4181100,13308000,4302000,5507100,2133400,7740100,12416000,9523900,6325300,0,15917000,0,8180900,0,4812600,9644700,4508000,67059000,6095400,7707600,0,0,0,28290000,14243000,0,15194000,16907000,13805000,12168000,38367000,8557900
2716,CASP3,57354000,51550000,13452000,19052000,5347600,11458000,3966000,4939800,40903000,5016900,95334000,0,0,6100900,27273000,17154000,2538500,0,15679000,34949000,7934300,8468200,26567000,8396700,9952400,10335000,30349000,14414000,18933000,20984000,13738000,0,0,0,4121000,10654000,19963000,70497000,24895000,17839000,35472000,15594000,16919000,22678000,23884000,27115000,12951000,102610000,5653000,16710000,0,3913600,3456300,11315000,0,0,34673000,66821000,9291500,12454000,30503000,12645000
2717,RBM34,28954000,23269000,15790000,27410000,17339000,9607700,0,0,5875700,0,35852000,0,13714000,0,0,0,1469900,4663500,5278700,2604000,2106000,420260,16040000,4685900,1104400,15933000,25453000,20618000,0,6148100,13440000,0,0,0,0,0,0,2888800,0,15627000,1286900,4330700,0,10248000,2755000,0,0,15369000,0,4455000,0,37859000,1065900,1378100,0,0,50399000,68339000,0,0,879190,0
2718,RPL35,1059300000,448310000,188480000,75549000,126400000,0,271260000,423500000,378760000,221490000,1212000000,293400000,93396000,590560000,1627100000,652720000,99578000,32649000,282640000,1689900000,241600000,73658000,635070000,115690000,887080000,1646000000,923930000,1522700000,1002800000,2127400000,549520000,347220000,218290000,302620000,671780000,1971800000,1952800000,951400000,253190000,457320000,602490000,306450000,137850000,344310000,824420000,222410000,404120000,1559300000,517550000,230180000,101360000,125820000,71022000,268190000,190020000,38567000,92832000,158860000,154920000,291190000,941170000,555710000
2719,SLC1A4,59914000,13300000,9087400,64696000,12779000,40886000,7887200,11486000,25778000,2100300,79257000,9803200,8131200,3241200,14598000,986630,9076600,9194700,0,9418200,3860100,2901200,4925400,1183600,3912700,18019000,105960000,85900000,1450300,22531000,9578000,0,0,11022000,939380,2382500,3467800,4890100,0,5645400,11219000,14072000,16943000,5299600,26882000,13597000,0,29486000,0,0,0,1668100,0,2736600,0,0,7858300,5735500,6444500,0,4520100,3386300
2720,BTD,49245000,162170000,112420000,0,1397400,10258000,0,0,245240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924600,46870000,0,0,0,0,0,0,0,0,0,0,0,0,192970,0,0,15682000,0,25450000,0,0,0,0,0
2721,RPL29,2729100000,2631500000,1423200000,481060000,396850000,129430000,267090000,279100000,322470000,57546000,507430000,60396000,173040000,346200000,680550000,264410000,310390000,187030000,491800000,1017400000,452940000,284980000,771300000,283840000,805840000,1643800000,1132000000,1421300000,585180000,683820000,963100000,351240000,90963000,274190000,295090000,1186700000,954020000,1008100000,1039000000,1129300000,695380000,367830000,379480000,374770000,553090000,192680000,321370000,620810000,369450000,245150000,94589000,428210000,78039000,268780000,137490000,18032000,928590000,733240000,647540000,205700000,641490000,482990000
2722,PIP4K2A,17119000,0,17630000,17079000,0,7738200,10872000,9208300,15704000,18784000,24650000,5988700,18623000,15248000,14018000,30862000,6596600,916230,61551000,11817000,4152500,6190200,9162000,3046000,19309000,13926000,19993000,10596000,23480000,22334000,24754000,9257600,3569900,5723200,8597800,13991000,3627700,0,42820000,23032000,15879000,1996900,18236000,4236000,0,13473000,0,44834000,10691000,7463400,0,1472000,2959600,16145000,1568000,0,47988000,28285000,17863000,18527000,50357000,13325000
2723,MAPKAPK2,37285000,49449000,42157000,38861000,10050000,17648000,6739900,18955000,8138100,10504000,104140000,5329000,10386000,28090000,35178000,26470000,4166300,12731000,12684000,32096000,11593000,12237000,28183000,8373800,32050000,30283000,72968000,54783000,33029000,71917000,42975000,2811800,5604900,9840400,0,19736000,17475000,36852000,13002000,11468000,16812000,6517300,16859000,7626600,5402700,10879000,15146000,66764000,6664400,8391800,1515600,1566500,1142600,22105000,1554200,1792600,38162000,49394000,34272000,3496300,9310000,12040000
2724,CRIP1,875480000,1167600000,665960000,191130000,76411000,193780000,1016400000,1264000000,653160000,1258100000,525230000,1012000000,345120000,409130000,266620000,517120000,272280000,159900000,344620000,258000000,509870000,80089000,177390000,76821000,504180000,1773200000,905390000,1615000000,792890000,287880000,385540000,927100000,948390000,1014100000,1347200000,1698900000,1837800000,378130000,1020500000,997440000,434240000,527160000,421980000,117720000,191630000,151120000,277520000,1174000000,135630000,121920000,2210000,10997000,19356000,98573000,197550000,0,769040000,709210000,756790000,63687000,350230000,249730000
2725,DUSP3,38829000,39109000,28338000,10570000,5213900,6794800,29042000,55250000,28825000,16274000,62065000,5266000,7776900,58299000,39445000,59911000,6013000,5348900,32372000,38176000,9003100,8040700,10604000,18468000,24029000,48252000,27173000,49639000,85514000,39470000,11898000,3655900,19460000,13090000,13385000,32678000,37943000,33586000,4049300,21540000,14719000,22274000,8443400,14748000,18563000,14709000,18792000,79766000,15023000,17066000,5248600,1327300,8914200,13917000,0,5352500,0,8419700,0,9356800,27265000,16506000
